,team_name_abbr,opp_name_abbr,date,home,win,game_no,team_score,opp_score,running_wins,rolling_20,rolling_10,rolling_15
1370,MIN,GSW,2025-01-15,True,False,40,115,116,21,0.55,0.5,0.47
1371,MIN,NYK,2025-01-17,False,True,41,116,99,22,0.55,0.5,0.53
1372,MIN,CLE,2025-01-18,True,False,42,117,124,22,0.5,0.5,0.53
1373,MIN,MEM,2025-01-20,False,False,43,106,108,22,0.5,0.5,0.53
1374,MIN,DAL,2025-01-22,False,True,44,115,114,23,0.5,0.6,0.53
1375,MIN,DEN,2025-01-25,True,True,45,133,104,24,0.5,0.6,0.53
1376,MIN,ATL,2025-01-27,True,True,46,100,92,25,0.55,0.6,0.53
1377,MIN,PHO,2025-01-29,False,True,47,121,113,26,0.6,0.6,0.6
1378,MIN,UTA,2025-01-30,False,True,48,138,113,27,0.65,0.7,0.67
1379,MIN,WAS,2025-02-01,True,False,49,103,105,27,0.6,0.6,0.67
1380,MIN,SAC,2025-02-03,True,False,50,114,116,27,0.55,0.6,0.6
1381,MIN,CHI,2025-02-05,True,True,51,127,108,28,0.55,0.6,0.6
1382,MIN,HOU,2025-02-06,True,True,52,127,114,29,0.6,0.7,0.6
1383,MIN,POR,2025-02-08,True,True,53,114,98,30,0.65,0.8,0.67
1384,MIN,CLE,2025-02-10,False,False,54,107,128,30,0.65,0.7,0.6
1385,MIN,MIL,2025-02-12,True,False,55,101,103,30,0.6,0.6,0.6
1386,MIN,OKC,2025-02-13,True,True,56,116,101,31,0.6,0.6,0.6
1387,MIN,HOU,2025-02-21,False,False,57,115,121,31,0.55,0.5,0.6
1388,MIN,OKC,2025-02-23,True,False,58,123,130,31,0.55,0.4,0.6
1389,MIN,OKC,2025-02-24,False,True,59,131,128,32,0.55,0.5,0.6
1390,MIN,LAL,2025-02-27,False,False,60,102,111,32,0.55,0.5,0.53
1391,MIN,UTA,2025-02-28,False,False,61,116,117,32,0.5,0.4,0.47
1392,MIN,PHO,2025-03-02,False,True,62,116,98,33,0.55,0.4,0.47
1393,MIN,PHI,2025-03-04,True,True,63,126,112,34,0.6,0.4,0.47
1394,MIN,CHO,2025-03-05,False,True,64,125,110,35,0.6,0.5,0.53
1395,MIN,MIA,2025-03-07,False,True,65,106,104,36,0.6,0.6,0.6
1396,MIN,SAS,2025-03-09,True,True,66,141,124,37,0.6,0.6,0.6
1397,MIN,DEN,2025-03-12,False,True,67,115,95,38,0.6,0.7,0.6
1398,MIN,ORL,2025-03-14,True,True,68,118,111,39,0.6,0.8,0.6
1399,MIN,UTA,2025-03-16,True,True,69,128,102,40,0.65,0.8,0.67
1400,MIN,IND,2025-03-17,True,False,70,130,132,40,0.65,0.8,0.67
1401,MIN,NOP,2025-03-19,True,False,71,115,119,40,0.6,0.8,0.6
1402,MIN,NOP,2025-03-21,True,True,72,134,93,41,0.6,0.8,0.67
1403,MIN,IND,2025-03-24,False,False,73,103,119,41,0.55,0.7,0.67
1404,MIN,PHO,2025-03-28,True,True,74,124,109,42,0.6,0.7,0.67
1405,MIN,DET,2025-03-30,True,True,75,123,104,43,0.65,0.7,0.73
1406,MIN,DEN,2025-04-01,False,True,76,140,139,44,0.65,0.7,0.8
1407,MIN,BRK,2025-04-03,False,True,77,105,90,45,0.7,0.7,0.8
1408,MIN,PHI,2025-04-05,False,True,78,114,109,46,0.75,0.7,0.8
1409,NOP,CHI,2024-10-23,True,True,1,123,111,1,1.0,1.0,1.0
1410,NOP,POR,2024-10-25,False,True,2,105,103,2,1.0,1.0,1.0
1411,NOP,POR,2024-10-27,False,False,3,103,125,2,0.67,0.67,0.67
1412,NOP,GSW,2024-10-29,False,False,4,106,124,2,0.5,0.5,0.5
1413,NOP,GSW,2024-10-30,False,False,5,89,104,2,0.4,0.4,0.4
1414,NOP,IND,2024-11-01,True,True,6,125,118,3,0.5,0.5,0.5
1415,NOP,ATL,2024-11-03,True,False,7,111,126,3,0.43,0.43,0.43
1416,NOP,POR,2024-11-04,True,False,8,100,118,3,0.38,0.38,0.38
1417,NOP,CLE,2024-11-06,True,False,9,122,131,3,0.33,0.33,0.33
1418,NOP,ORL,2024-11-08,False,False,10,88,115,3,0.3,0.3,0.3
1419,NOP,BRK,2024-11-11,True,False,11,105,107,3,0.27,0.2,0.27
1420,NOP,OKC,2024-11-13,False,False,12,88,106,3,0.25,0.1,0.25
1421,NOP,DEN,2024-11-15,True,True,13,101,94,4,0.31,0.2,0.31
1422,NOP,LAL,2024-11-16,True,False,14,99,104,4,0.29,0.2,0.29
1423,NOP,DAL,2024-11-19,False,False,15,91,132,4,0.27,0.2,0.27
1424,NOP,CLE,2024-11-20,False,False,16,100,128,4,0.25,0.1,0.2
1425,NOP,GSW,2024-11-22,True,False,17,108,112,4,0.24,0.1,0.13
1426,NOP,IND,2024-11-25,False,False,18,110,114,4,0.22,0.1,0.13
1427,NOP,TOR,2024-11-27,True,False,19,93,119,4,0.21,0.1,0.13
1428,NOP,MEM,2024-11-29,False,False,20,109,120,4,0.2,0.1,0.13
1429,NOP,NYK,2024-12-01,False,False,21,85,118,4,0.15,0.1,0.07
1430,NOP,ATL,2024-12-02,False,False,22,112,124,4,0.1,0.1,0.07
1431,NOP,PHO,2024-12-05,True,True,23,126,124,5,0.15,0.1,0.13
1432,NOP,OKC,2024-12-07,True,False,24,109,119,5,0.15,0.1,0.13
1433,NOP,SAS,2024-12-08,False,False,25,116,121,5,0.15,0.1,0.13
1434,NOP,SAC,2024-12-12,True,False,26,109,111,5,0.1,0.1,0.13
1435,NOP,IND,2024-12-15,False,False,27,104,119,5,0.1,0.1,0.13
1436,NOP,HOU,2024-12-19,False,False,28,113,133,5,0.1,0.1,0.07
1437,NOP,NYK,2024-12-21,True,False,29,93,104,5,0.1,0.1,0.07
1438,NOP,DEN,2024-12-22,True,False,30,129,132,5,0.1,0.1,0.07
1439,NOP,HOU,2024-12-26,True,False,31,111,128,5,0.1,0.1,0.07
1440,NOP,MEM,2024-12-27,True,False,32,124,132,5,0.1,0.1,0.07
1441,NOP,LAC,2024-12-30,True,False,33,113,116,5,0.05,0.0,0.07
1442,NOP,MIA,2025-01-01,False,False,34,108,119,5,0.05,0.0,0.07
1443,NOP,WAS,2025-01-03,True,True,35,132,120,6,0.1,0.1,0.13
1444,NOP,WAS,2025-01-05,False,True,36,110,98,7,0.15,0.2,0.2
1445,NOP,MIN,2025-01-07,True,False,37,97,104,7,0.15,0.2,0.2
1446,NOP,POR,2025-01-08,True,False,38,100,119,7,0.15,0.2,0.13
1447,NOP,PHI,2025-01-10,False,True,39,123,115,8,0.2,0.3,0.2
1448,NOP,BOS,2025-01-12,False,False,40,119,120,8,0.2,0.3,0.2
1449,NOP,CHI,2025-01-14,False,True,41,119,113,9,0.25,0.4,0.27
1450,NOP,DAL,2025-01-15,True,True,42,119,116,10,0.3,0.5,0.33
1451,NOP,UTA,2025-01-17,True,True,43,136,123,11,0.3,0.6,0.4
1452,NOP,UTA,2025-01-20,True,True,44,123,119,12,0.35,0.7,0.47
1453,NOP,MEM,2025-01-24,False,False,45,126,139,12,0.35,0.6,0.47
1454,NOP,CHO,2025-01-25,False,False,46,92,123,12,0.35,0.5,0.47
1455,NOP,TOR,2025-01-27,False,False,47,104,113,12,0.35,0.5,0.47
1456,NOP,DAL,2025-01-29,True,False,48,136,137,12,0.35,0.5,0.47
1457,NOP,BOS,2025-01-31,True,False,49,116,118,12,0.35,0.4,0.47
1458,NOP,DEN,2025-02-03,False,False,50,113,125,12,0.35,0.4,0.4
1459,NOP,DEN,2025-02-05,False,False,51,119,144,12,0.35,0.3,0.33
1460,NOP,SAC,2025-02-08,False,False,52,118,123,12,0.35,0.2,0.33
1461,NOP,OKC,2025-02-10,False,False,53,101,137,12,0.35,0.1,0.33
1462,NOP,SAC,2025-02-12,True,False,54,111,119,12,0.35,0.0,0.27
1463,NOP,SAC,2025-02-13,True,True,55,140,133,13,0.35,0.1,0.33
1464,NOP,DAL,2025-02-21,False,False,56,103,111,13,0.3,0.1,0.27
1465,NOP,SAS,2025-02-23,True,True,57,114,96,14,0.35,0.2,0.27
1466,NOP,SAS,2025-02-25,True,True,58,109,103,15,0.4,0.3,0.27
1467,NOP,PHO,2025-02-27,False,True,59,124,116,16,0.4,0.4,0.27
1468,NOP,PHO,2025-02-28,False,False,60,108,125,16,0.4,0.4,0.27
1469,NOP,UTA,2025-03-02,False,True,61,128,121,17,0.4,0.5,0.33
1470,NOP,LAL,2025-03-04,False,False,62,115,136,17,0.35,0.5,0.33
1471,NOP,HOU,2025-03-06,True,False,63,97,109,17,0.3,0.5,0.33
1472,NOP,HOU,2025-03-08,False,False,64,117,146,17,0.25,0.5,0.33
1473,NOP,MEM,2025-03-09,True,False,65,104,107,17,0.25,0.4,0.33
1474,NOP,LAC,2025-03-11,True,True,66,127,120,18,0.3,0.5,0.4
1475,NOP,ORL,2025-03-13,True,False,67,93,113,18,0.3,0.4,0.4
1476,NOP,SAS,2025-03-15,False,False,68,115,119,18,0.3,0.3,0.4
1477,NOP,DET,2025-03-17,True,False,69,81,127,18,0.3,0.2,0.4
1478,NOP,MIN,2025-03-19,False,True,70,119,115,19,0.35,0.3,0.4
1479,NOP,MIN,2025-03-21,False,False,71,93,134,19,0.35,0.2,0.4
1480,NOP,DET,2025-03-23,False,False,72,130,136,19,0.35,0.2,0.33
1481,NOP,PHI,2025-03-24,True,True,73,112,99,20,0.4,0.3,0.33
1482,NOP,GSW,2025-03-28,True,False,74,95,111,20,0.4,0.3,0.27
1483,NOP,CHO,2025-03-30,True,True,75,98,94,21,0.4,0.4,0.33
1484,NOP,LAC,2025-04-02,False,False,76,98,114,21,0.4,0.3,0.27
1485,NOP,LAL,2025-04-04,False,False,77,108,124,21,0.35,0.3,0.27
1486,NOP,MIL,2025-04-06,True,False,78,107,111,21,0.3,0.3,0.27
1487,NYK,BOS,2024-10-22,False,False,1,109,132,0,0.0,0.0,0.0
1488,NYK,IND,2024-10-25,True,True,2,123,98,1,0.5,0.5,0.5
1489,NYK,CLE,2024-10-28,True,False,3,104,110,1,0.33,0.33,0.33
1490,NYK,MIA,2024-10-30,False,True,4,116,107,2,0.5,0.5,0.5
1491,NYK,DET,2024-11-01,False,True,5,128,98,3,0.6,0.6,0.6
1492,NYK,HOU,2024-11-04,False,False,6,97,109,3,0.5,0.5,0.5
1493,NYK,ATL,2024-11-06,False,False,7,116,121,3,0.43,0.43,0.43
1494,NYK,MIL,2024-11-08,True,True,8,116,94,4,0.5,0.5,0.5
1495,NYK,IND,2024-11-10,False,False,9,121,132,4,0.44,0.44,0.44
1496,NYK,PHI,2024-11-12,False,True,10,111,99,5,0.5,0.5,0.5
1497,NYK,CHI,2024-11-13,True,False,11,123,124,5,0.45,0.5,0.45
1498,NYK,BRK,2024-11-15,True,True,12,124,122,6,0.5,0.5,0.5
1499,NYK,BRK,2024-11-17,True,True,13,114,104,7,0.54,0.6,0.54
1500,NYK,WAS,2024-11-18,True,True,14,134,106,8,0.57,0.6,0.57
1501,NYK,PHO,2024-11-20,False,True,15,138,122,9,0.6,0.6,0.6
1502,NYK,UTA,2024-11-23,False,False,16,106,121,9,0.56,0.6,0.6
1503,NYK,DEN,2024-11-25,False,True,17,145,118,10,0.59,0.7,0.6
1504,NYK,DAL,2024-11-27,False,False,18,114,129,10,0.56,0.6,0.6
1505,NYK,CHO,2024-11-29,False,True,19,99,98,11,0.58,0.7,0.6
1506,NYK,NOP,2024-12-01,True,True,20,118,85,12,0.6,0.7,0.6
1507,NYK,ORL,2024-12-03,True,True,21,121,106,13,0.65,0.8,0.67
1508,NYK,CHO,2024-12-05,True,True,22,125,101,14,0.65,0.8,0.73
1509,NYK,DET,2024-12-07,True,False,23,111,120,14,0.65,0.7,0.67
1510,NYK,TOR,2024-12-09,False,True,24,113,108,15,0.65,0.7,0.73
1511,NYK,ATL,2024-12-11,True,False,25,100,108,15,0.6,0.6,0.67
1512,NYK,ORL,2024-12-15,False,True,26,100,91,16,0.65,0.7,0.73
1513,NYK,MIN,2024-12-19,False,True,27,133,107,17,0.7,0.7,0.73
1514,NYK,NOP,2024-12-21,False,True,28,104,93,18,0.7,0.8,0.73
1515,NYK,TOR,2024-12-23,True,True,29,139,125,19,0.75,0.8,0.73
1516,NYK,SAS,2024-12-25,True,True,30,117,114,20,0.75,0.8,0.73
1517,NYK,ORL,2024-12-27,False,True,31,108,85,21,0.8,0.8,0.8
1518,NYK,WAS,2024-12-28,False,True,32,136,132,22,0.8,0.8,0.8
1519,NYK,WAS,2024-12-30,False,True,33,126,106,23,0.8,0.9,0.87
1520,NYK,UTA,2025-01-01,True,True,34,119,103,24,0.8,0.9,0.87
1521,NYK,OKC,2025-01-03,False,False,35,107,117,24,0.75,0.9,0.8
1522,NYK,CHI,2025-01-04,False,False,36,126,139,24,0.75,0.8,0.73
1523,NYK,ORL,2025-01-06,True,False,37,94,103,24,0.7,0.7,0.67
1524,NYK,TOR,2025-01-08,True,True,38,112,98,25,0.75,0.7,0.73
1525,NYK,OKC,2025-01-10,True,False,39,101,126,25,0.7,0.6,0.67
1526,NYK,MIL,2025-01-12,True,True,40,140,106,26,0.7,0.6,0.73
1527,NYK,DET,2025-01-13,True,False,41,119,124,26,0.65,0.5,0.67
1528,NYK,PHI,2025-01-15,False,True,42,125,119,27,0.65,0.5,0.67
1529,NYK,MIN,2025-01-17,True,False,43,99,116,27,0.65,0.4,0.6
1530,NYK,ATL,2025-01-20,True,True,44,119,110,28,0.65,0.4,0.6
1531,NYK,BRK,2025-01-21,False,True,45,99,95,29,0.7,0.5,0.6
1532,NYK,SAC,2025-01-25,True,True,46,143,120,30,0.7,0.6,0.6
1533,NYK,MEM,2025-01-27,True,True,47,143,106,31,0.7,0.7,0.6
1534,NYK,DEN,2025-01-29,True,True,48,122,112,32,0.7,0.7,0.6
1535,NYK,LAL,2025-02-01,True,False,49,112,128,32,0.65,0.7,0.53
1536,NYK,HOU,2025-02-03,True,True,50,124,118,33,0.65,0.7,0.6
1537,NYK,TOR,2025-02-04,False,True,51,121,115,34,0.65,0.8,0.67
1538,NYK,BOS,2025-02-08,True,False,52,104,131,34,0.6,0.7,0.67
1539,NYK,IND,2025-02-11,False,True,53,128,115,35,0.6,0.8,0.67
1540,NYK,ATL,2025-02-12,True,True,54,149,148,36,0.6,0.8,0.73
1541,NYK,CHI,2025-02-20,True,True,55,113,111,37,0.65,0.8,0.73
1542,NYK,CLE,2025-02-21,False,False,56,105,142,37,0.65,0.7,0.73
1543,NYK,BOS,2025-02-23,False,False,57,105,118,37,0.65,0.6,0.67
1544,NYK,PHI,2025-02-26,True,True,58,110,105,38,0.65,0.6,0.73
1545,NYK,MEM,2025-02-28,False,True,59,114,113,39,0.7,0.7,0.73
1546,NYK,MIA,2025-03-02,False,True,60,116,112,40,0.7,0.7,0.73
1547,NYK,GSW,2025-03-04,True,False,61,102,114,40,0.7,0.6,0.67
1548,NYK,LAL,2025-03-06,False,False,62,109,113,40,0.65,0.6,0.6
1549,NYK,LAC,2025-03-07,False,False,63,95,105,40,0.65,0.5,0.53
1550,NYK,SAC,2025-03-10,False,True,64,133,104,41,0.65,0.5,0.6
1551,NYK,POR,2025-03-12,False,True,65,114,113,42,0.65,0.5,0.6
1552,NYK,GSW,2025-03-15,False,False,66,94,97,42,0.6,0.5,0.53
1553,NYK,MIA,2025-03-17,True,True,67,116,95,43,0.6,0.6,0.6
1554,NYK,SAS,2025-03-19,False,False,68,105,120,43,0.55,0.5,0.53
1555,NYK,CHO,2025-03-20,False,False,69,98,115,43,0.55,0.4,0.47
1556,NYK,WAS,2025-03-22,True,True,70,122,103,44,0.55,0.4,0.47
1557,NYK,DAL,2025-03-25,True,True,71,128,113,45,0.55,0.5,0.53
1558,NYK,LAC,2025-03-26,True,False,72,113,126,45,0.55,0.5,0.53
1559,NYK,MIL,2025-03-28,False,True,73,116,107,46,0.55,0.6,0.53
1560,NYK,POR,2025-03-30,True,True,74,110,93,47,0.55,0.6,0.53
1561,NYK,PHI,2025-04-01,True,True,75,105,91,48,0.55,0.6,0.53
1562,NYK,CLE,2025-04-02,False,False,76,105,124,48,0.55,0.6,0.53
1563,NYK,ATL,2025-04-05,False,True,77,121,105,49,0.6,0.6,0.6
1564,NYK,PHO,2025-04-06,True,True,78,112,98,50,0.6,0.7,0.67
1565,OKC,DEN,2024-10-24,False,True,1,102,87,1,1.0,1.0,1.0
1566,OKC,CHI,2024-10-26,False,True,2,114,95,2,1.0,1.0,1.0
1567,OKC,ATL,2024-10-27,True,True,3,128,104,3,1.0,1.0,1.0
1568,OKC,SAS,2024-10-30,True,True,4,105,93,4,1.0,1.0,1.0
1569,OKC,POR,2024-11-01,False,True,5,137,114,5,1.0,1.0,1.0
1570,OKC,LAC,2024-11-02,False,True,6,105,92,6,1.0,1.0,1.0
1571,OKC,ORL,2024-11-04,True,True,7,102,86,7,1.0,1.0,1.0
1572,OKC,DEN,2024-11-06,False,False,8,122,124,7,0.88,0.88,0.88
1573,OKC,HOU,2024-11-08,True,True,9,126,107,8,0.89,0.89,0.89
1574,OKC,GSW,2024-11-10,True,False,10,116,127,8,0.8,0.8,0.8
1575,OKC,LAC,2024-11-11,True,True,11,134,128,9,0.82,0.8,0.82
1576,OKC,NOP,2024-11-13,True,True,12,106,88,10,0.83,0.8,0.83
1577,OKC,PHO,2024-11-15,True,True,13,99,83,11,0.85,0.8,0.85
1578,OKC,DAL,2024-11-17,True,False,14,119,121,11,0.79,0.7,0.79
1579,OKC,SAS,2024-11-19,False,False,15,104,110,11,0.73,0.6,0.73
1580,OKC,POR,2024-11-20,True,True,16,109,99,12,0.75,0.6,0.73
1581,OKC,SAC,2024-11-25,False,True,17,130,109,13,0.76,0.6,0.73
1582,OKC,GSW,2024-11-27,False,True,18,105,101,14,0.78,0.7,0.73
1583,OKC,LAL,2024-11-29,False,True,19,101,93,15,0.79,0.7,0.73
1584,OKC,HOU,2024-12-01,False,False,20,116,119,15,0.75,0.7,0.67
1585,OKC,UTA,2024-12-03,True,True,21,133,106,16,0.75,0.7,0.67
1586,OKC,TOR,2024-12-05,False,True,22,129,92,17,0.75,0.7,0.67
1587,OKC,NOP,2024-12-07,False,True,23,119,109,18,0.75,0.7,0.73
1588,OKC,DAL,2024-12-10,True,True,24,118,104,19,0.75,0.8,0.73
1589,OKC,HOU,2024-12-14,True,True,25,111,96,20,0.75,0.9,0.8
1590,OKC,ORL,2024-12-19,False,True,26,105,99,21,0.75,0.9,0.8
1591,OKC,MIA,2024-12-20,False,True,27,104,97,22,0.75,0.9,0.8
1592,OKC,WAS,2024-12-23,True,True,28,123,105,23,0.8,0.9,0.8
1593,OKC,IND,2024-12-26,False,True,29,120,114,24,0.8,0.9,0.87
1594,OKC,CHO,2024-12-28,False,True,30,106,94,25,0.85,1.0,0.93
1595,OKC,MEM,2024-12-29,True,True,31,130,106,26,0.85,1.0,0.93
1596,OKC,MIN,2024-12-31,True,True,32,113,105,27,0.85,1.0,0.93
1597,OKC,LAC,2025-01-02,True,True,33,116,98,28,0.85,1.0,0.93
1598,OKC,NYK,2025-01-03,True,True,34,117,107,29,0.9,1.0,0.93
1599,OKC,BOS,2025-01-05,True,True,35,105,92,30,0.95,1.0,1.0
1600,OKC,CLE,2025-01-08,False,False,36,122,129,30,0.9,0.9,0.93
1601,OKC,NYK,2025-01-10,False,True,37,126,101,31,0.9,0.9,0.93
1602,OKC,WAS,2025-01-12,False,True,38,136,95,32,0.9,0.9,0.93
1603,OKC,PHI,2025-01-14,False,True,39,118,102,33,0.9,0.9,0.93
1604,OKC,CLE,2025-01-16,True,True,40,134,114,34,0.95,0.9,0.93
1605,OKC,DAL,2025-01-17,False,False,41,98,106,34,0.9,0.8,0.87
1606,OKC,BRK,2025-01-19,True,True,42,127,101,35,0.9,0.8,0.87
1607,OKC,UTA,2025-01-22,True,True,43,123,114,36,0.9,0.8,0.87
1608,OKC,DAL,2025-01-23,True,False,44,115,121,36,0.85,0.7,0.8
1609,OKC,POR,2025-01-26,False,True,45,118,108,37,0.85,0.7,0.8
1610,OKC,GSW,2025-01-29,False,False,46,109,116,37,0.8,0.7,0.73
1611,OKC,SAC,2025-02-01,True,True,47,144,110,38,0.8,0.7,0.73
1612,OKC,MIL,2025-02-03,True,True,48,125,96,39,0.8,0.7,0.73
1613,OKC,PHO,2025-02-05,True,True,49,140,109,40,0.8,0.7,0.73
1614,OKC,TOR,2025-02-07,True,True,50,121,109,41,0.8,0.7,0.73
1615,OKC,MEM,2025-02-08,False,True,51,125,112,42,0.8,0.8,0.8
1616,OKC,NOP,2025-02-10,True,True,52,137,101,43,0.8,0.8,0.8
1617,OKC,MIA,2025-02-12,True,True,53,115,101,44,0.8,0.8,0.8
1618,OKC,MIN,2025-02-13,False,False,54,101,116,44,0.75,0.8,0.73
1619,OKC,UTA,2025-02-21,False,True,55,130,107,45,0.75,0.8,0.73
1620,OKC,MIN,2025-02-23,False,True,56,130,123,46,0.8,0.9,0.8
1621,OKC,MIN,2025-02-24,True,False,57,128,131,46,0.75,0.8,0.73
1622,OKC,BRK,2025-02-26,False,True,58,129,121,47,0.75,0.8,0.73
1623,OKC,ATL,2025-02-28,False,True,59,135,119,48,0.75,0.8,0.8
1624,OKC,SAS,2025-03-02,False,True,60,146,132,49,0.75,0.8,0.8
1625,OKC,HOU,2025-03-03,True,True,61,137,128,50,0.8,0.8,0.87
1626,OKC,MEM,2025-03-05,False,True,62,120,103,51,0.8,0.8,0.87
1627,OKC,POR,2025-03-07,True,True,63,107,89,52,0.8,0.8,0.87
1628,OKC,DEN,2025-03-09,True,True,64,127,103,53,0.85,0.9,0.87
1629,OKC,DEN,2025-03-10,True,False,65,127,140,53,0.8,0.8,0.8
1630,OKC,BOS,2025-03-12,False,True,66,118,112,54,0.85,0.8,0.8
1631,OKC,DET,2025-03-15,False,True,67,113,107,55,0.85,0.9,0.8
1632,OKC,MIL,2025-03-16,False,True,68,121,105,56,0.85,0.9,0.8
1633,OKC,PHI,2025-03-19,True,True,69,133,100,57,0.85,0.9,0.87
1634,OKC,CHO,2025-03-21,True,True,70,141,106,58,0.85,0.9,0.87
1635,OKC,LAC,2025-03-23,False,True,71,103,101,59,0.85,0.9,0.87
1636,OKC,SAC,2025-03-25,False,True,72,121,105,60,0.85,0.9,0.93
1637,OKC,MEM,2025-03-27,True,True,73,125,104,61,0.85,0.9,0.93
1638,OKC,IND,2025-03-29,True,True,74,132,111,62,0.9,0.9,0.93
1639,OKC,CHI,2025-03-31,True,True,75,145,117,63,0.9,1.0,0.93
1640,OKC,DET,2025-04-02,True,True,76,119,103,64,0.9,1.0,0.93
1641,OKC,HOU,2025-04-04,False,False,77,111,125,64,0.9,0.9,0.87
1642,OKC,LAL,2025-04-06,True,False,78,99,126,64,0.85,0.8,0.8
1643,ORL,MIA,2024-10-23,False,True,1,116,97,1,1.0,1.0,1.0
1644,ORL,BRK,2024-10-25,True,True,2,116,101,2,1.0,1.0,1.0
1645,ORL,MEM,2024-10-26,False,False,3,111,124,2,0.67,0.67,0.67
1646,ORL,IND,2024-10-28,True,True,4,119,115,3,0.75,0.75,0.75
1647,ORL,CHI,2024-10-30,False,False,5,99,102,3,0.6,0.6,0.6
1648,ORL,CLE,2024-11-01,False,False,6,109,120,3,0.5,0.5,0.5
1649,ORL,DAL,2024-11-03,False,False,7,85,108,3,0.43,0.43,0.43
1650,ORL,OKC,2024-11-04,False,False,8,86,102,3,0.38,0.38,0.38
1651,ORL,IND,2024-11-06,False,False,9,111,118,3,0.33,0.33,0.33
1652,ORL,NOP,2024-11-08,True,True,10,115,88,4,0.4,0.4,0.4
1653,ORL,WAS,2024-11-10,True,True,11,121,94,5,0.45,0.4,0.45
1654,ORL,CHO,2024-11-12,True,True,12,114,89,6,0.5,0.4,0.5
1655,ORL,IND,2024-11-13,True,True,13,94,90,7,0.54,0.5,0.54
1656,ORL,PHI,2024-11-15,True,True,14,98,86,8,0.57,0.5,0.57
1657,ORL,PHO,2024-11-18,False,True,15,109,99,9,0.6,0.6,0.6
1658,ORL,LAC,2024-11-20,False,False,16,93,104,9,0.56,0.6,0.53
1659,ORL,LAL,2024-11-21,False,True,17,119,118,10,0.59,0.7,0.53
1660,ORL,DET,2024-11-23,True,True,18,111,100,11,0.61,0.8,0.6
1661,ORL,CHO,2024-11-25,False,True,19,95,84,12,0.63,0.9,0.6
1662,ORL,CHI,2024-11-27,True,True,20,133,119,13,0.65,0.9,0.67
1663,ORL,BRK,2024-11-29,False,True,21,123,100,14,0.65,0.9,0.73
1664,ORL,BRK,2024-12-01,False,True,22,100,92,15,0.65,0.9,0.8
1665,ORL,NYK,2024-12-03,False,False,23,106,121,15,0.65,0.8,0.8
1666,ORL,PHI,2024-12-04,False,True,24,106,102,16,0.65,0.8,0.87
1667,ORL,PHI,2024-12-06,False,False,25,94,102,16,0.65,0.7,0.8
1668,ORL,PHO,2024-12-08,True,True,26,115,110,17,0.7,0.8,0.8
1669,ORL,MIL,2024-12-10,False,False,27,109,114,17,0.7,0.7,0.73
1670,ORL,NYK,2024-12-15,True,False,28,91,100,17,0.7,0.6,0.67
1671,ORL,OKC,2024-12-19,True,False,29,99,105,17,0.7,0.5,0.6
1672,ORL,MIA,2024-12-21,True,True,30,121,114,18,0.7,0.5,0.6
1673,ORL,BOS,2024-12-23,True,True,31,108,104,19,0.7,0.5,0.67
1674,ORL,MIA,2024-12-26,True,False,32,88,89,19,0.65,0.4,0.6
1675,ORL,NYK,2024-12-27,True,False,33,85,108,19,0.6,0.4,0.53
1676,ORL,BRK,2024-12-29,True,True,34,102,101,20,0.6,0.4,0.53
1677,ORL,DET,2025-01-01,False,False,35,96,105,20,0.55,0.4,0.47
1678,ORL,TOR,2025-01-03,False,True,36,106,97,21,0.6,0.4,0.47
1679,ORL,UTA,2025-01-05,True,False,37,92,105,21,0.55,0.4,0.4
1680,ORL,NYK,2025-01-06,False,True,38,103,94,22,0.55,0.5,0.47
1681,ORL,MIN,2025-01-09,True,False,39,89,104,22,0.5,0.5,0.4
1682,ORL,MIL,2025-01-10,True,False,40,106,109,22,0.45,0.4,0.4
1683,ORL,PHI,2025-01-12,True,True,41,104,99,23,0.45,0.4,0.4
1684,ORL,MIL,2025-01-15,False,False,42,93,122,23,0.4,0.4,0.4
1685,ORL,BOS,2025-01-17,False,False,43,94,121,23,0.4,0.4,0.4
1686,ORL,DEN,2025-01-19,True,False,44,100,113,23,0.35,0.3,0.4
1687,ORL,TOR,2025-01-21,False,False,45,93,109,23,0.35,0.3,0.33
1688,ORL,POR,2025-01-23,True,False,46,79,101,23,0.3,0.2,0.27
1689,ORL,DET,2025-01-25,True,True,47,121,113,24,0.35,0.3,0.33
1690,ORL,MIA,2025-01-27,False,False,48,119,125,24,0.35,0.2,0.33
1691,ORL,POR,2025-01-30,False,False,49,90,119,24,0.35,0.2,0.27
1692,ORL,UTA,2025-02-01,False,False,50,99,113,24,0.3,0.2,0.27
1693,ORL,GSW,2025-02-03,False,False,51,99,104,24,0.25,0.1,0.2
1694,ORL,SAC,2025-02-05,False,True,52,130,111,25,0.3,0.2,0.27
1695,ORL,DEN,2025-02-06,False,False,53,90,112,25,0.3,0.2,0.2
1696,ORL,SAS,2025-02-08,True,True,54,112,111,26,0.3,0.3,0.27
1697,ORL,ATL,2025-02-10,True,False,55,106,112,26,0.3,0.3,0.27
1698,ORL,CHO,2025-02-12,True,True,56,102,86,27,0.3,0.4,0.27
1699,ORL,ATL,2025-02-20,False,True,57,114,108,28,0.35,0.4,0.33
1700,ORL,MEM,2025-02-21,True,False,58,104,105,28,0.3,0.4,0.33
1701,ORL,WAS,2025-02-23,True,True,59,110,90,29,0.35,0.5,0.4
